Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
1363,1997,March,FL,5495715,5149417,346298,0.063012365,Finance and Insurance,Male,Bachelor's Degree,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1364,1997,April,FL,5510523,5161526,348997,0.063332827,Manufacturing,Female,Master's Degree,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1365,1997,May,FL,5532920,5197536,335384,0.060616094,Education Services,Male,Doctorate,5/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1366,1997,June,FL,5539921,5213332,326589,0.058951924,Health Care,Female,High School,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1367,1997,July,FL,5564318,5240404,323914,0.058212705,Professional Services,Male,Some College,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1368,1997,August,FL,5585453,5263819,321634,0.057584228,Wholesale Trade,Female,Bachelor's Degree,8/1/1997,Web,V2.3,Public,Monthly,,Highly Random
1369,1997,September,FL,5597598,5279014,318584,0.056914412,Retail Trade,Male,Master's Degree,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1370,1997,October,FL,5608832,5295262,313570,0.05590647,Manufacturing,Female,High School,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1371,1997,November,FL,5621776,5311429,310347,0.055204441,Finance and Insurance,Male,Some College,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1372,1997,December,FL,5636555,5329795,306760,0.054423314,Health Care,Female,Bachelor's Degree,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1373,1998,January,FL,7784000,7323000,461000,0.059224049,Education Services,Male,High School,1/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1374,1998,February,FL,7802000,7345000,457000,0.058574724,Financial Services,Female,Bachelor's,2/1/1998,Web,V2.3,Public,Monthly,,Highly Random
1375,1998,March,FL,7813000,7362000,451000,0.057724306,Healthcare Services,Male,Some College,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1376,1998,April,FL,7841000,7386000,455000,0.058028313,Retail,Female,High School,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1377,1998,May,FL,7862000,7403000,459000,0.058382091,Manufacturing,Male,Bachelor's,5/1/1998,Web,V2.3,Public,Monthly,Country,
1378,1998,June,FL,7884000,7422000,462000,0.058599696,Education Services,Female,Some College,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1379,1998,July,FL,7899000,7438000,461000,0.058361818,Financial Services,Male,High School,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1380,1998,August,FL,7912000,7456000,456000,0.057633974,Healthcare Services,Female,Bachelor's,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1381,1998,September,FL,7929000,7472000,457000,0.057636524,Retail,Male,Some College,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1382,1998,October,FL,7953000,7498000,455000,0.057211115,Manufacturing,Female,High School,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1383,1998,November,FL,7962000,7508000,454000,0.057020849,Education Services,Male,Bachelor's,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1384,1998,December,FL,7974000,7523000,451000,0.056558816,Financial Services,Female,Some College,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1385,1997,January,FL,3587500,3264900,322600,0.089923345,Financial Services,Male,Some College,1/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1386,1997,February,FL,3596800,3282300,314500,0.087438835,Retail,Female,Bachelor's,2/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1387,1997,March,FL,3605400,3291500,313900,0.087063849,Healthcare,Male,High School,3/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1388,1997,April,FL,3611200,3298300,312900,0.086647098,Technology,Female,Master's,4/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1389,1997,May,FL,3617400,3306400,311000,0.085973351,Manufacturing,Male,Some College,5/1/1997,Web,V2.3,Public,Monthly,,Highly Random
1390,1997,June,FL,3623300,3312500,310800,0.085778158,Financial Services,Female,High School,6/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1391,1997,July,FL,3629600,3321700,307900,0.084830284,Retail,Male,Bachelor's,7/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1392,1997,August,FL,3634600,3329600,305000,0.083915699,Healthcare,Female,Some College,8/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1393,1997,September,FL,3639200,3335300,303900,0.083507364,Technology,Male,High School,9/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1394,1997,October,FL,3644900,3341900,303000,0.083129853,Manufacturing,Female,Master's,10/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1395,1997,November,FL,3652000,3350900,301100,0.082447974,Financial Services,Male,Some College,11/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1396,1997,December,FL,3657500,3355700,301800,0.082515379,Retail,Female,Bachelor's,12/1/1997,Web,V2.3,Public,Monthly,Country,Highly Random
1397,1998,January,FL,3345600,3108210,237390,0.070955882,Manufacturing,Male,Some College,1/1/1998,Web,V2.3,Public,Monthly,,
1398,1998,February,FL,3348200,3111020,237180,0.070838062,Retail,Female,High School,2/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1399,1998,March,FL,3351900,3114160,237740,0.070926937,Education,Male,Bachelor's,3/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1400,1998,April,FL,3355800,3117250,238550,0.071085881,Healthcare,Female,Master's,4/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1401,1998,May,FL,3359700,3120240,239460,0.071274221,Financial Services,Male,Some College,5/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1402,1998,June,FL,3363200,3122690,240510,0.07151225,Manufacturing,Female,High School,6/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1403,1998,July,FL,3366500,3125060,241440,0.071718402,Retail,Male,Bachelor's,7/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1404,1998,August,FL,3370000,3127310,242690,0.072014837,Education,Female,Master's,8/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1405,1998,September,FL,3373700,3129840,243860,0.072282657,Healthcare,Male,Some College,9/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1406,1998,October,FL,3377400,3132460,244940,0.072523243,Financial Services,Female,High School,10/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1407,1998,November,FL,3381000,3134840,246160,0.072806862,Manufacturing,Male,Bachelor's,11/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1408,1998,December,FL,3384500,3137260,247240,0.073050672,Retail,Female,Master's,12/1/1998,Web,V2.3,Public,Monthly,Country,Highly Random
1409,1999,January,NJ,9375800,8757500,618300,0.065946373,Manufacturing,Male,Some College,1/1/1999,Web,V2.3,Public,Monthly,Country,
1410,1999,February,NJ,9394100,8785300,608800,0.064806634,Information,Female,Bachelor's,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1411,1999,March,NJ,9412000,8802600,609400,0.064747131,Retail,Male,High School,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1412,1999,April,NJ,9429000,8821400,607600,0.064439495,Healthcare,Female,Some College,4/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1413,1999,May,NJ,9446300,8840400,605900,0.064141516,Financial Services,Male,Bachelor's,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1414,1999,June,NJ,9464100,8860200,603900,0.063809554,Education,Female,Master's,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1415,1999,July,NJ,9481700,8880000,601700,0.063459084,Construction,Male,Some College,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1416,1999,August,NJ,9500000,8900500,599500,0.063105263,Retail,Female,High School,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1417,1999,September,NJ,9517800,8919700,598100,0.062840152,Healthcare,Male,Bachelor's,9/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1418,1999,October,NJ,9536200,8940500,595700,0.06246723,Financial Services,Female,Some College,10/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1419,1999,November,NJ,9554000,8960700,593300,0.062099644,Education,Male,High School,11/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1420,1999,December,NJ,9572000,8981500,590500,0.061690347,Construction,Female,Bachelor's,12/1/1999,Web,V2.3,Public,Monthly,,Highly Random
1421,1999,Jan,NJ,5145,4876,269,0.052283771,Finance,Male,High School,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1422,1999,Feb,NJ,5196,4923,273,0.052540416,Education,Female,Bachelor's,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1423,1999,Mar,NJ,5237,4965,272,0.051938133,Healthcare,Male,Master's,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1424,1999,Apr,NJ,5291,5022,269,0.050841051,Technology,Female,High School,4/1/1999,Web,V2.3,Public,Monthly,Country,
1425,1999,May,NJ,5336,5079,257,0.048163418,Finance,Male,Bachelor's,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1426,1999,Jun,NJ,5378,5118,260,0.04834511,Education,Female,High School,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1427,1999,Jul,NJ,5420,5157,263,0.048523985,Healthcare,Male,Master's,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1428,1999,Aug,NJ,5458,5200,258,0.047270062,Technology,Female,High School,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1429,1999,January,NJ,450000,400000,50000,0.111111111,Finance,Male,High School,1/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1430,1999,February,NJ,455000,405000,50000,0.10989011,Finance,Female,High School,2/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1431,1999,March,NJ,460000,408000,52000,0.113043478,Education,Male,Bachelor's,3/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1432,1999,April,NJ,465000,412000,53000,0.113978495,Education,Female,Bachelor's,4/1/1999,Web,V2.3,Public,Monthly,Country,
1433,1999,May,NJ,470000,418000,52000,0.110638298,Healthcare,Male,High School,5/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1434,1999,June,NJ,475000,422000,53000,0.111578947,Healthcare,Female,High School,6/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1435,1999,July,NJ,480000,427000,53000,0.110416667,Technology,Male,Master's,7/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1436,1999,August,NJ,485000,432000,53000,0.109278351,Technology,Female,Master's,8/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1437,1999,Oct,NJ,5845,5571,274,0.046877673,Education,Male,High School,10/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1438,1999,Nov,NJ,5875,5600,275,0.046808511,Healthcare,Female,Master's,11/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1439,1999,Dec,NJ,5901,5625,276,0.046771734,Technology,Male,High School,12/1/1999,Web,V2.3,Public,Monthly,Country,Highly Random
1440,2000,Jan,NJ,5000,4700,300,0.06,Finance,Female,High School,1/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1441,2000,Feb,NJ,5100,4800,300,0.058823529,Retail,Male,College,2/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1442,2000,Mar,NJ,5200,4900,300,0.057692308,Healthcare,Female,High School,3/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1443,2000,Apr,NJ,5300,5000,300,0.056603774,Education,Male,College,4/1/2000,Web,V2.3,Public,Monthly,,Highly Random
1444,2000,May,NJ,5400,5100,300,0.055555556,Technology,Female,Graduate,5/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1445,2000,Jun,NJ,5500,5200,300,0.054545455,Manufacturing,Male,High School,6/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1446,2000,Jul,NJ,5600,5300,300,0.053571429,Healthcare,Female,College,7/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1447,2000,Aug,NJ,5700,5400,300,0.052631579,Finance,Male,Graduate,8/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1448,2000,Sep,NJ,5800,5500,300,0.051724138,Retail,Female,High School,9/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1449,2000,Oct,NJ,5900,5600,300,0.050847458,Education,Male,College,10/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1450,2000,Nov,NJ,6000,5700,300,0.05,Technology,Female,Graduate,11/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1451,2000,Dec,NJ,6100,5800,300,0.049180328,Manufacturing,Male,High School,12/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1452,2000,January,NJ,4061000,3853000,208000,0.051218912,Retail Trade,Female,High School,1/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1453,2000,February,NJ,4070000,3871000,199000,0.048894349,Retail Trade,Male,High School,2/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1454,2000,March,NJ,4080000,3889000,191000,0.046813725,Retail Trade,Female,High School,3/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1455,2000,April,NJ,4089000,3907000,182000,0.04450966,Retail Trade,Male,High School,4/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1456,2000,May,NJ,4098000,3925000,173000,0.042215715,Retail Trade,Female,High School,5/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1457,2000,June,NJ,4107000,3942000,165000,0.04017531,Retail Trade,Male,High School,6/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1458,2000,July,NJ,4115000,3958000,157000,0.038153098,Retail Trade,Female,High School,7/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1459,2000,August,NJ,4123000,3974000,149000,0.036138734,Retail Trade,Male,High School,8/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1460,2000,September,NJ,4130000,3990000,140000,0.033898305,Retail Trade,Female,High School,9/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1461,2000,October,NJ,4136000,4004000,132000,0.031914894,Retail Trade,Male,High School,10/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1462,2000,November,NJ,4141000,4018000,123000,0.02970297,Retail Trade,Female,High School,11/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1463,2000,December,NJ,4146000,4031000,115000,0.027737578,Retail Trade,Male,High School,12/1/2000,Web,V2.3,Public,Monthly,Country,Highly Random
1464,2001,January,NJ,4032536,3802536,230000,0.057036069,Technology,Female,Bachelor's,1/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1465,2001,February,NJ,4040680,3808680,232000,0.057416078,Healthcare,Male,High School,2/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1466,2001,March,NJ,4056902,3820902,236000,0.058172468,Education,Female,Master's,3/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1467,2001,April,NJ,4069349,3830349,239000,0.058731753,Finance,Male,Bachelor's,4/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1468,2001,May,NJ,4087511,3849511,238000,0.058226143,Technology,Female,High School,5/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1469,2001,June,NJ,4100255,3866255,234000,0.057069621,Healthcare,Male,Bachelor's,6/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1470,2001,July,NJ,4111827,3877827,234000,0.056909009,Education,Female,High School,7/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1471,2001,August,NJ,4128329,3892329,236000,0.057165987,Finance,Male,Master's,8/1/2001,Web,V2.3,Public,Monthly,Country,
1472,2001,September,NJ,4145215,3908215,237000,0.057174356,Technology,Female,Bachelor's,9/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1473,2001,October,NJ,4158491,3918491,240000,0.057713243,Healthcare,Male,High School,10/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1474,2001,November,NJ,4172381,3929381,243000,0.058240127,Education,Female,Master's,11/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1475,2001,December,NJ,4189542,3946542,243000,0.058001567,Finance,Male,Bachelor's,12/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1476,2001,Jan,NJ,4019398,3738191,281207,0.069962467,Finance,Female,Some College,1/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1477,2001,Feb,NJ,4017271,3735572,281699,0.070121981,Education,Male,Bachelor's,2/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1478,2001,Mar,NJ,4019396,3740556,278840,0.069373607,Healthcare,Female,High School,3/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1479,2001,Apr,NJ,4023843,3745658,278185,0.069134159,Technology,Male,Master's,4/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1480,2001,May,NJ,4023579,3748662,274917,0.068326482,Retail,Female,Some College,5/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1481,2001,Jun,NJ,4024097,3752513,271584,0.067489427,Manufacturing,Male,Bachelor's,6/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1482,2001,Jul,NJ,4024236,3752561,271675,0.067509709,Healthcare,Female,High School,7/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1483,2001,Aug,NJ,4023100,3751125,271975,0.067603341,Education,Male,Master's,8/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1484,2001,Sep,NJ,4020923,3748776,272147,0.067682719,Finance,Female,Some College,9/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1485,2001,Oct,NJ,4018240,3745253,272987,0.067936957,Technology,Male,Bachelor's,10/1/2001,Web,V2.3,Public,Monthly,,Highly Random
1486,2001,Nov,NJ,4017021,3744076,272945,0.067947118,Retail,Female,High School,11/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1487,2001,Dec,NJ,4017575,3744822,272753,0.067889958,Manufacturing,Male,Some College,12/1/2001,Web,V2.3,Public,Monthly,Country,Highly Random
1488,2002,Jan,NJ,100000,94000,6000,0.06,Finance,Female,High School,1/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1489,2002,Feb,NJ,99000,92000,7000,0.070707071,Retail,Male,Bachelor's,2/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1490,2002,Mar,NJ,98000,91000,7000,0.071428571,Healthcare,Female,Master's,3/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1491,2002,Apr,NJ,97000,91000,6000,0.06185567,Manufacturing,Male,High School,4/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1492,2002,May,NJ,96000,90000,6000,0.0625,Technology,Female,Bachelor's,5/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1493,2002,Jun,NJ,95000,89000,6000,0.063157895,Finance,Male,Master's,6/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1494,2002,Jul,NJ,94000,88000,6000,0.063829787,Retail,Female,High School,7/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1495,2002,Aug,NJ,93000,87000,6000,0.064516129,Healthcare,Male,Bachelor's,8/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1496,2002,Sep,NJ,92000,86000,6000,0.065217391,Manufacturing,Female,Master's,9/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
1497,2002,Oct,NJ,91000,85000,6000,0.065934066,Technology,Male,High School,10/1/2002,Web,V2.3,Public,Monthly,Country,Highly Random
